event_id,n_imgs,has_target,n_det,in_sidewalk_any,in_bike_lane_any,in_roadway_any,dominant_space,wrong_way,direction,cos_to_flow
0,2,False,,,,,,,,
1,7,False,,,,,,,,
2,1,False,,,,,,,,
3,3,True,1.0,True,False,False,sidewalk,,,
4,2,False,,,,,,,,
5,4,True,2.0,False,True,False,bike_lane,True,against_flow,-0.9878151495629224
6,2,True,3.0,True,True,False,bike_lane,False,along_flow,0.9644372605039863
7,2,True,1.0,True,False,False,sidewalk,,,
8,3,True,3.0,True,False,False,sidewalk,False,along_flow,0.7044989971262512
9,2,True,1.0,False,True,False,bike_lane,,,
10,3,True,1.0,False,True,False,bike_lane,,,
11,2,True,1.0,False,True,False,bike_lane,,,
12,3,True,1.0,True,False,False,sidewalk,,,
13,3,False,,,,,,,,
14,2,True,1.0,False,True,False,bike_lane,,,
15,6,True,1.0,True,False,False,sidewalk,,,
16,3,True,1.0,True,False,False,sidewalk,,,
17,3,True,2.0,False,True,False,bike_lane,False,along_flow,0.9788244625730932
18,2,True,1.0,False,True,False,bike_lane,,,
19,2,False,,,,,,,,
20,3,False,,,,,,,,
21,1,True,1.0,False,True,False,bike_lane,,,
22,2,True,1.0,True,False,False,sidewalk,,,
23,2,False,,,,,,,,
24,6,False,,,,,,,,
25,3,True,2.0,True,False,False,sidewalk,False,along_flow,0.8595778629502002
26,2,False,,,,,,,,
27,2,False,,,,,,,,
28,3,True,1.0,True,False,False,sidewalk,,,
29,2,False,,,,,,,,
30,2,True,1.0,True,False,False,sidewalk,,,
31,2,False,,,,,,,,
32,4,True,1.0,True,False,False,sidewalk,,,
33,2,True,1.0,False,True,False,bike_lane,,,
34,2,False,,,,,,,,
35,2,True,1.0,False,True,False,bike_lane,,,
36,1,True,2.0,False,True,False,bike_lane,,,
37,3,True,1.0,True,False,False,sidewalk,,,
38,3,True,2.0,False,True,False,bike_lane,False,along_flow,0.9690028958032624
39,2,False,,,,,,,,
40,3,True,1.0,True,False,False,sidewalk,,,
41,1,False,,,,,,,,
42,1,True,1.0,True,False,False,sidewalk,,,
43,2,True,2.0,True,False,False,sidewalk,,,
44,2,True,1.0,True,False,False,sidewalk,,,
45,3,True,1.0,True,False,False,sidewalk,,,
46,2,False,,,,,,,,
47,2,True,1.0,True,False,False,sidewalk,,,
48,2,True,1.0,True,False,False,sidewalk,,,
49,2,True,1.0,False,True,False,bike_lane,,,
50,2,False,,,,,,,,
51,2,True,1.0,True,False,False,sidewalk,,,
52,2,True,2.0,True,False,False,sidewalk,,,
53,2,False,,,,,,,,
54,1,True,3.0,True,False,False,sidewalk,,,
55,1,True,1.0,True,False,False,sidewalk,,,
56,1,True,1.0,True,False,False,sidewalk,,,
57,2,False,,,,,,,,
58,2,True,1.0,True,False,False,sidewalk,,,
59,2,True,2.0,True,False,False,sidewalk,,,
60,2,False,,,,,,,,
61,3,True,1.0,True,False,False,sidewalk,,,
62,2,False,,,,,,,,
63,2,True,1.0,True,False,False,sidewalk,,,
64,2,False,,,,,,,,
65,1,False,,,,,,,,
66,2,False,,,,,,,,
67,2,True,1.0,True,False,False,sidewalk,,,
68,5,False,,,,,,,,
69,1,False,,,,,,,,
70,1,True,1.0,True,False,False,sidewalk,,,
71,1,False,,,,,,,,
72,1,True,2.0,True,False,False,sidewalk,,,
73,2,True,3.0,False,True,True,bike_lane,,,
74,1,False,,,,,,,,
75,2,True,1.0,False,True,False,bike_lane,,,
76,6,True,2.0,True,False,False,sidewalk,False,along_flow,0.5856359070256215
77,5,True,1.0,True,False,False,sidewalk,,,
78,2,False,,,,,,,,
79,2,False,,,,,,,,
80,2,False,,,,,,,,
81,1,True,3.0,False,True,False,bike_lane,,,
82,2,True,1.0,False,True,False,bike_lane,,,
83,2,False,,,,,,,,
84,2,True,1.0,False,True,False,bike_lane,,,
