event_id,n_imgs,has_target,n_det,in_sidewalk_any,in_bike_lane_any,in_roadway_any,dominant_space,wrong_way,direction,cos_to_flow
0,1,False,,,,,,,,
1,1,False,,,,,,,,
2,4,False,,,,,,,,
3,1,False,,,,,,,,
4,4,True,1.0,False,True,False,bike_lane,,,
5,2,False,,,,,,,,
6,2,False,,,,,,,,
7,2,True,1.0,True,False,False,sidewalk,,,
8,1,True,1.0,False,True,False,bike_lane,,,
9,1,False,,,,,,,,
10,4,True,1.0,True,False,False,sidewalk,,,
11,4,True,1.0,True,False,False,sidewalk,,,
12,2,True,2.0,True,True,False,sidewalk,False,along_flow,0.30080480598307163
13,2,False,,,,,,,,
14,2,False,,,,,,,,
15,6,True,2.0,True,False,False,sidewalk,False,along_flow,0.5168562627298232
16,3,False,,,,,,,,
17,8,True,1.0,True,False,False,sidewalk,,,
18,7,True,2.0,True,False,False,sidewalk,False,along_flow,0.8106286692935583
19,4,False,,,,,,,,
20,5,True,1.0,True,False,False,sidewalk,,,
21,4,True,1.0,False,True,False,bike_lane,,,
22,2,False,,,,,,,,
23,2,False,,,,,,,,
24,7,True,1.0,True,False,False,sidewalk,,,
25,3,False,,,,,,,,
26,2,True,1.0,True,False,False,sidewalk,,,
27,2,True,1.0,True,False,False,sidewalk,,,
28,1,False,,,,,,,,
29,7,True,3.0,True,True,False,sidewalk,False,along_flow,0.3652263728544989
30,1,False,,,,,,,,
31,6,True,1.0,True,False,False,sidewalk,,,
32,2,True,2.0,True,False,False,sidewalk,,,
33,2,False,,,,,,,,
34,9,True,4.0,True,True,False,sidewalk,True,against_flow,-0.16621737843155474
35,7,True,4.0,True,True,False,sidewalk,False,along_flow,0.1228764263903967
36,4,True,2.0,True,True,False,sidewalk,True,against_flow,-0.39492182088774863
37,2,False,,,,,,,,
38,1,False,,,,,,,,
39,5,True,2.0,True,True,False,sidewalk,False,along_flow,0.9085132858988361
40,3,False,,,,,,,,
41,1,False,,,,,,,,
42,6,True,2.0,True,False,False,sidewalk,,,
43,2,False,,,,,,,,
44,2,False,,,,,,,,
45,2,True,1.0,False,True,False,bike_lane,,,
46,2,False,,,,,,,,
47,6,False,,,,,,,,
