frame,x1,y1,x2,y2,score,cls,img
3,1638.192626953125,537.2769775390625,1803.1962890625,693.123291015625,0.8284965753555298,1,IM_00216.JPG
10,736.134765625,512.5237426757812,814.59130859375,624.631591796875,0.2780808210372925,1,IM_00223.JPG
15,891.2567138671875,532.1065673828125,1027.9881591796875,626.1323852539062,0.5471783876419067,1,IM_00365.JPG
22,777.631591796875,493.858154296875,989.93017578125,649.1453247070312,0.7649939656257629,1,IM_00619.JPG
23,918.4268188476562,506.5254821777344,1070.4677734375,636.6143798828125,0.5098075270652771,1,IM_00620.JPG
28,970.110595703125,517.9571533203125,1136.83837890625,638.7412109375,0.5180974006652832,1,IM_00783.JPG
29,959.2446899414062,503.19500732421875,1078.813232421875,635.5254516601562,0.2551835775375366,1,IM_00784.JPG
31,959.7588500976562,508.793701171875,1078.68701171875,637.4097290039062,0.314375638961792,1,IM_00786.JPG
32,941.5355224609375,512.6434936523438,1076.4141845703125,635.280029296875,0.3311503529548645,1,IM_00787.JPG
33,943.187255859375,518.4156494140625,1077.109375,634.44189453125,0.3726249039173126,1,IM_00788.JPG
33,990.0115356445312,511.524169921875,1076.6817626953125,631.8211669921875,0.2644956111907959,1,IM_00788.JPG
36,1228.89892578125,543.4105834960938,1341.9207763671875,617.0687866210938,0.40477854013442993,1,IM_00791.JPG
39,1242.72021484375,540.1064453125,1569.0435791015625,744.0338745117188,0.8523779511451721,1,IM_00851.JPG
40,1006.5179443359375,545.9403076171875,1125.791259765625,689.875,0.3719634711742401,1,IM_00852.JPG
47,954.7977905273438,500.6414794921875,1151.109619140625,636.2830810546875,0.7950668334960938,1,IM_00875.JPG
48,954.724365234375,502.458251953125,1152.2578125,636.9180908203125,0.6908276081085205,1,IM_00876.JPG
49,952.2947387695312,504.3515625,1143.34619140625,637.5104370117188,0.8873720169067383,1,IM_00877.JPG
50,952.8443603515625,504.0963134765625,1143.3890380859375,636.3074951171875,0.8743493556976318,1,IM_00878.JPG
51,949.160400390625,488.6450500488281,1130.2384033203125,637.7539672851562,0.7448805570602417,1,IM_00879.JPG
52,948.8876953125,499.6784362792969,1145.5543212890625,634.8289794921875,0.4600074887275696,1,IM_00880.JPG
52,951.2755737304688,510.7726135253906,1086.44482421875,633.6920166015625,0.31307244300842285,1,IM_00880.JPG
53,1185.988037109375,516.5552978515625,1326.8514404296875,652.303466796875,0.2558119595050812,1,IM_00881.JPG
54,1479.51708984375,518.83740234375,1553.6605224609375,619.960693359375,0.32752525806427,1,IM_00882.JPG
55,1187.43994140625,537.0880737304688,1347.50146484375,639.5924072265625,0.6318099498748779,1,IM_00913.JPG
58,1515.5438232421875,515.166015625,1748.3975830078125,683.6004638671875,0.8243241906166077,1,IM_00916.JPG
59,1103.890380859375,522.6981201171875,1234.5009765625,634.4076538085938,0.5796186327934265,1,IM_00917.JPG
60,1101.310302734375,524.845703125,1231.816162109375,637.4313354492188,0.302678644657135,1,IM_00918.JPG
61,1102.752197265625,510.2817077636719,1229.169189453125,637.3638916015625,0.7223816514015198,1,IM_00919.JPG
63,1105.3040771484375,520.4552001953125,1229.553955078125,637.3501586914062,0.5336618423461914,1,IM_00921.JPG
64,1102.57080078125,512.9422607421875,1230.70556640625,636.7310791015625,0.5978187918663025,1,IM_00922.JPG
83,759.9190673828125,501.52276611328125,977.9273071289062,638.6405639648438,0.6375790238380432,1,IM_01720.JPG
91,119.08584594726562,506.1474609375,308.33807373046875,630.579833984375,0.49462461471557617,1,IM_01786.JPG
93,980.8709716796875,525.082763671875,1075.560546875,624.740478515625,0.29946041107177734,1,IM_01856.JPG
100,1105.08056640625,516.1001586914062,1231.6708984375,633.0591430664062,0.5887489914894104,1,IM_02199.JPG
101,1730.9022216796875,489.0317687988281,1919.0888671875,676.4000244140625,0.7201864719390869,1,IM_02200.JPG
103,762.634765625,501.886962890625,919.2972412109375,626.581787109375,0.47408854961395264,1,IM_02238.JPG
116,748.10595703125,542.271728515625,817.81494140625,612.0057373046875,0.40605995059013367,1,IM_02780.JPG
117,761.2405395507812,512.0821533203125,898.106689453125,621.3275146484375,0.6277299523353577,1,IM_02801.JPG
118,1096.0908203125,506.08258056640625,1273.154052734375,630.1690673828125,0.32463109493255615,1,IM_02802.JPG
119,854.9765625,517.7905883789062,965.299072265625,624.5377807617188,0.829664945602417,1,IM_02987.JPG
120,959.318115234375,503.9244689941406,1067.8238525390625,626.265869140625,0.5351012349128723,1,IM_02988.JPG
121,924.6363525390625,535.2068481445312,1060.22216796875,624.833740234375,0.5308621525764465,1,IM_03277.JPG
122,1323.854248046875,534.2781372070312,1432.940185546875,611.3040161132812,0.3343869149684906,1,IM_03278.JPG
124,1045.8609619140625,515.259521484375,1198.8814697265625,630.587646484375,0.6049109697341919,1,IM_03450.JPG
125,1365.8009033203125,503.7291259765625,1454.183349609375,611.8724975585938,0.47090673446655273,1,IM_03451.JPG
125,1365.79345703125,536.341796875,1452.6962890625,612.71142578125,0.274263471364975,1,IM_03451.JPG
127,1516.39697265625,520.5921020507812,1646.3082275390625,633.1543579101562,0.5724062323570251,1,IM_03589.JPG
132,296.5276794433594,517.1988525390625,412.0533142089844,615.006103515625,0.2604379653930664,1,IM_03712.JPG
132,295.5610656738281,517.698974609375,457.0564270019531,615.5697021484375,0.25790175795555115,1,IM_03712.JPG
133,346.68865966796875,518.010009765625,498.7322998046875,615.1990966796875,0.32802915573120117,1,IM_03713.JPG
134,372.6592712402344,512.81494140625,538.5494384765625,619.0299682617188,0.3298627436161041,1,IM_03714.JPG
134,373.5579528808594,518.8968505859375,468.3585205078125,616.54150390625,0.2959716022014618,1,IM_03714.JPG
140,553.5509033203125,496.3385009765625,748.4258422851562,630.5738525390625,0.8958427309989929,1,IM_03752.JPG
141,926.5816040039062,502.01788330078125,1034.00341796875,658.1698608398438,0.6230705380439758,1,IM_03753.JPG
142,1302.77099609375,434.6063232421875,1438.192626953125,633.659912109375,0.5347117185592651,1,IM_03754.JPG
147,752.2755126953125,531.348876953125,803.5194091796875,591.789794921875,0.4267720878124237,1,IM_03814.JPG
149,809.9051513671875,510.9166259765625,988.512451171875,639.2796020507812,0.2774001359939575,1,IM_03886.JPG
150,824.2215576171875,513.4622802734375,922.031494140625,636.404052734375,0.582394540309906,1,IM_03887.JPG
151,828.3748168945312,524.22119140625,914.1564331054688,634.4948120117188,0.5374482274055481,1,IM_03888.JPG
152,823.58642578125,517.9005126953125,924.8624267578125,634.9664306640625,0.5112721920013428,1,IM_03889.JPG
153,829.3861083984375,525.4671630859375,892.76513671875,637.9989013671875,0.31424593925476074,1,IM_03890.JPG
154,835.5866088867188,533.5599365234375,894.4143676757812,632.6951904296875,0.3558844327926636,1,IM_03891.JPG
154,831.851806640625,528.3450927734375,893.997802734375,633.793701171875,0.2811669111251831,1,IM_03891.JPG
155,1004.9970703125,545.45361328125,1073.993408203125,626.935791015625,0.4533084034919739,1,IM_03892.JPG
156,1425.6397705078125,542.1973876953125,1463.5908203125,600.2579345703125,0.2551710903644562,1,IM_03893.JPG
156,1389.9649658203125,542.8154296875,1462.319580078125,609.1173706054688,0.25485217571258545,1,IM_03893.JPG
160,394.1613464355469,493.14556884765625,604.3465576171875,633.484375,0.5028190612792969,1,IM_04002.JPG
162,649.5767822265625,488.41436767578125,811.158203125,626.25634765625,0.3633653521537781,1,IM_04004.JPG
164,660.767578125,493.3638916015625,832.440673828125,627.3466796875,0.392342746257782,1,IM_04006.JPG
165,648.4366455078125,495.9521484375,829.1917724609375,628.8173217773438,0.5185145139694214,1,IM_04007.JPG
166,654.1327514648438,484.88934326171875,809.785888671875,626.2374877929688,0.32654380798339844,1,IM_04008.JPG
166,653.298583984375,494.2817687988281,810.74658203125,627.2652587890625,0.2736678123474121,1,IM_04008.JPG
168,649.505615234375,492.66925048828125,834.9453125,629.46630859375,0.453010618686676,1,IM_04010.JPG
169,651.18408203125,498.93292236328125,833.4705810546875,627.9662475585938,0.25401097536087036,1,IM_04011.JPG
170,905.1005859375,529.5243530273438,1042.737060546875,626.8765869140625,0.7937517762184143,1,IM_04012.JPG
172,525.0740966796875,531.909423828125,664.5018310546875,624.4422607421875,0.6095044016838074,1,IM_04110.JPG
180,1225.3193359375,508.0653991699219,1314.917724609375,615.92236328125,0.29438865184783936,1,IM_04140.JPG
182,501.9630432128906,511.3865661621094,669.106689453125,619.9556884765625,0.8536737561225891,1,IM_04321.JPG
182,729.4227294921875,511.3479309082031,796.424560546875,564.2852783203125,0.29287785291671753,1,IM_04321.JPG
182,712.178955078125,518.070068359375,793.8712158203125,563.967529296875,0.2713600993156433,1,IM_04321.JPG
184,528.9031982421875,510.9533386230469,583.1944580078125,577.26220703125,0.2706957459449768,1,IM_04412.JPG
185,863.1242065429688,500.7690124511719,914.3827514648438,568.485107421875,0.34957000613212585,1,IM_04413.JPG
186,1359.337646484375,511.620849609375,1397.2613525390625,590.6350708007812,0.293923556804657,1,IM_04436.JPG
187,490.4849853515625,506.37066650390625,634.8837890625,619.0079956054688,0.5263487100601196,1,IM_04509.JPG
191,265.69140625,518.8302001953125,342.5719299316406,618.76904296875,0.2976718544960022,1,IM_04531.JPG
192,227.71087646484375,522.0897216796875,330.0145263671875,621.5982666015625,0.4878268539905548,1,IM_04532.JPG
193,224.22213745117188,521.1315307617188,325.3990478515625,621.8377075195312,0.2717877924442291,1,IM_04533.JPG
193,213.58282470703125,516.223876953125,324.057861328125,622.821044921875,0.26260611414909363,1,IM_04533.JPG
195,221.52305603027344,508.4425048828125,336.793701171875,620.3818359375,0.522068440914154,1,IM_04535.JPG
197,18.787090301513672,500.53326416015625,147.4822540283203,618.4821166992188,0.5984453558921814,1,IM_04543.JPG
201,1221.696044921875,525.739501953125,1287.38134765625,624.2803955078125,0.5211353302001953,1,IM_04547.JPG
201,1178.8018798828125,529.1240234375,1304.8209228515625,623.697265625,0.4688614308834076,1,IM_04547.JPG
201,1178.50390625,522.6870727539062,1306.1767578125,622.122314453125,0.46070656180381775,1,IM_04547.JPG
201,1178.8465576171875,513.9895629882812,1307.2928466796875,620.3279418945312,0.4583536684513092,1,IM_04547.JPG
201,1179.65380859375,525.66845703125,1290.6756591796875,623.8408203125,0.4532890021800995,1,IM_04547.JPG
216,211.55978393554688,512.3118896484375,369.1185607910156,613.5452270507812,0.7456397414207458,1,IM_04651.JPG
217,967.1339111328125,527.1629638671875,1138.5709228515625,629.5983276367188,0.3180965483188629,1,IM_04652.JPG
217,965.1168823242188,530.5152587890625,1069.272705078125,624.998779296875,0.26968759298324585,1,IM_04652.JPG
218,531.1578369140625,485.7104187011719,675.431396484375,612.52490234375,0.5857083201408386,1,IM_04664.JPG
219,545.4303588867188,502.08367919921875,645.4306640625,615.0897827148438,0.5438599586486816,1,IM_04665.JPG
222,1196.5262451171875,533.2498168945312,1272.175537109375,617.6632690429688,0.42638200521469116,1,IM_04669.JPG
222,1197.158447265625,551.399169921875,1240.275390625,616.0921020507812,0.29575642943382263,1,IM_04669.JPG
