event_id,n_imgs,has_target,n_det,in_sidewalk_any,in_bike_lane_any,in_roadway_any,dominant_space,wrong_way,direction,cos_to_flow
0,1,False,,,,,,,,
1,3,True,1.0,False,True,False,bike_lane,,,
2,1,True,1.0,False,True,False,bike_lane,,,
3,1,False,,,,,,,,
4,2,True,1.0,False,True,False,bike_lane,,,
5,1,True,1.0,False,True,False,bike_lane,,,
6,1,False,,,,,,,,
7,1,False,,,,,,,,
8,1,False,,,,,,,,
9,1,False,,,,,,,,
10,2,True,4.0,False,True,False,bike_lane,True,against_flow,-0.9611369663237208
11,3,True,3.0,False,True,False,bike_lane,False,along_flow,0.9996541053743717
12,1,True,2.0,False,True,False,bike_lane,,,
13,1,False,,,,,,,,
14,1,True,1.0,False,True,False,bike_lane,,,
15,1,False,,,,,,,,
16,1,False,,,,,,,,
17,2,True,3.0,False,True,False,bike_lane,False,along_flow,0.9659535829727872
18,1,False,,,,,,,,
19,2,True,3.0,False,True,False,bike_lane,False,along_flow,0.999799470074209
20,1,True,1.0,False,True,False,bike_lane,,,
21,1,True,1.0,False,True,False,bike_lane,,,
22,1,True,1.0,False,True,False,bike_lane,,,
23,1,True,1.0,False,True,False,bike_lane,,,
24,1,True,1.0,False,True,False,bike_lane,,,
25,1,False,,,,,,,,
26,2,True,3.0,False,True,False,bike_lane,True,against_flow,-0.8712551645512244
27,1,False,,,,,,,,
28,4,True,6.0,False,True,False,bike_lane,True,against_flow,-0.7838348875602829
29,1,True,1.0,False,True,False,bike_lane,,,
30,1,True,1.0,False,True,False,bike_lane,,,
31,1,True,1.0,False,True,False,bike_lane,,,
32,1,True,1.0,False,True,False,bike_lane,,,
33,1,True,1.0,False,True,False,bike_lane,,,
34,2,True,4.0,False,True,False,bike_lane,True,against_flow,-0.9936318852335946
35,1,False,,,,,,,,
36,1,True,1.0,False,True,False,bike_lane,,,
37,2,True,2.0,False,True,False,bike_lane,False,along_flow,0.9844132566185764
38,1,True,1.0,False,True,False,bike_lane,,,
39,1,True,1.0,False,True,False,bike_lane,,,
40,3,True,8.0,False,True,False,bike_lane,True,against_flow,-0.9881296197136189
41,1,True,1.0,False,True,False,bike_lane,,,
42,1,True,1.0,False,True,False,bike_lane,,,
43,3,True,4.0,False,True,False,bike_lane,False,along_flow,0.9497706172761041
44,4,True,4.0,False,True,False,bike_lane,True,against_flow,-0.38949039230346805
45,1,True,1.0,False,True,False,bike_lane,,,
46,2,True,1.0,False,True,False,bike_lane,,,
47,1,True,1.0,False,True,False,bike_lane,,,
48,5,True,3.0,False,True,False,bike_lane,False,along_flow,0.9992195556942095
49,1,True,1.0,False,True,False,bike_lane,,,
50,1,True,1.0,False,True,False,bike_lane,,,
51,1,True,1.0,False,True,False,bike_lane,,,
52,2,True,2.0,False,True,False,bike_lane,False,along_flow,0.9312891942446117
53,2,True,1.0,False,True,False,bike_lane,,,
54,5,True,4.0,False,True,False,bike_lane,False,along_flow,0.7783420594805306
55,3,True,3.0,False,True,False,bike_lane,True,against_flow,-0.6922342882310684
