event_id,n_imgs,has_target,n_det,in_sidewalk_any,in_bike_lane_any,in_roadway_any,dominant_space,wrong_way,direction,cos_to_flow
0,1,False,,,,,,,,
1,1,True,1.0,True,False,False,sidewalk,,,
2,3,False,,,,,,,,
3,1,True,1.0,True,False,False,sidewalk,,,
4,1,True,1.0,True,False,False,sidewalk,,,
5,1,False,,,,,,,,
6,1,False,,,,,,,,
7,1,True,1.0,True,False,False,sidewalk,,,
8,1,False,,,,,,,,
9,1,False,,,,,,,,
10,2,True,2.0,True,False,False,sidewalk,False,along_flow,0.9995747379597854
11,2,False,,,,,,,,
12,1,False,,,,,,,,
13,1,True,1.0,True,False,False,sidewalk,,,
14,2,False,,,,,,,,
15,1,False,,,,,,,,
16,2,True,2.0,True,False,False,sidewalk,False,along_flow,0.9998406070052264
17,2,True,2.0,True,False,False,sidewalk,False,along_flow,0.9990918053074769
18,1,True,1.0,True,False,False,sidewalk,,,
19,1,True,1.0,True,False,False,sidewalk,,,
20,1,True,1.0,True,False,False,sidewalk,,,
21,1,True,1.0,True,False,False,sidewalk,,,
22,1,True,1.0,True,False,False,sidewalk,,,
23,1,False,,,,,,,,
24,1,True,1.0,False,True,False,bike_lane,,,
25,1,True,1.0,False,True,False,bike_lane,,,
26,1,True,1.0,False,True,False,bike_lane,,,
27,1,False,,,,,,,,
28,1,True,1.0,True,False,False,sidewalk,,,
29,1,True,1.0,True,False,False,sidewalk,,,
30,1,True,1.0,True,False,False,sidewalk,,,
31,2,True,2.0,True,False,False,sidewalk,True,against_flow,-0.9996104464509707
32,1,True,1.0,True,False,False,sidewalk,,,
33,1,True,1.0,True,False,False,sidewalk,,,
34,2,True,2.0,False,True,False,bike_lane,False,along_flow,0.9970330159514945
35,4,True,2.0,False,True,False,bike_lane,False,along_flow,0.9960592698441649
36,2,True,2.0,True,False,False,sidewalk,True,against_flow,-0.9886055291622268
37,1,True,1.0,False,True,False,bike_lane,,,
38,1,True,1.0,True,False,False,sidewalk,,,
39,1,True,1.0,True,False,False,sidewalk,,,
40,1,True,1.0,True,False,False,sidewalk,,,
41,1,True,1.0,True,False,False,sidewalk,,,
42,1,True,1.0,True,False,False,sidewalk,,,
43,1,True,1.0,True,False,False,sidewalk,,,
44,1,True,1.0,True,False,False,sidewalk,,,
45,1,False,,,,,,,,
46,2,True,2.0,True,False,False,sidewalk,True,against_flow,-0.9483392670345867
47,1,True,1.0,True,False,False,sidewalk,,,
48,1,True,1.0,True,False,False,sidewalk,,,
49,1,True,1.0,False,True,False,bike_lane,,,
50,1,False,,,,,,,,
51,2,True,2.0,True,False,False,sidewalk,True,against_flow,-0.9999453868326642
52,1,True,1.0,True,False,False,sidewalk,,,
53,1,True,1.0,False,True,False,bike_lane,,,
54,1,True,1.0,True,False,False,sidewalk,,,
55,2,True,2.0,True,False,False,sidewalk,False,along_flow,0.9991927371715584
56,1,True,1.0,False,True,False,bike_lane,,,
57,1,True,1.0,True,False,False,sidewalk,,,
58,1,True,1.0,True,False,False,sidewalk,,,
59,1,True,1.0,False,True,False,bike_lane,,,
60,3,False,,,,,,,,
61,1,True,1.0,True,False,False,sidewalk,,,
62,1,True,1.0,False,True,False,bike_lane,,,
63,1,True,1.0,True,False,False,sidewalk,,,
64,3,True,2.0,True,False,False,sidewalk,,,
65,1,False,,,,,,,,
66,1,False,,,,,,,,
67,2,True,1.0,True,False,False,sidewalk,,,
68,1,True,1.0,True,False,False,sidewalk,,,
69,1,False,,,,,,,,
70,1,False,,,,,,,,
71,1,False,,,,,,,,
72,1,False,,,,,,,,
73,1,False,,,,,,,,
74,2,True,1.0,True,False,False,sidewalk,,,
75,1,False,,,,,,,,
76,2,True,1.0,True,False,False,sidewalk,,,
77,1,False,,,,,,,,
78,1,True,1.0,True,False,False,sidewalk,,,
79,1,True,1.0,True,False,False,sidewalk,,,
80,1,True,1.0,True,False,False,sidewalk,,,
81,1,False,,,,,,,,
82,1,True,1.0,False,True,False,bike_lane,,,
83,1,True,1.0,True,False,False,sidewalk,,,
84,1,True,1.0,True,False,False,sidewalk,,,
85,1,True,1.0,True,False,False,sidewalk,,,
86,1,True,1.0,True,False,False,sidewalk,,,
87,1,True,1.0,True,False,False,sidewalk,,,
88,1,True,2.0,True,False,False,sidewalk,,,
89,1,True,1.0,True,False,False,sidewalk,,,
90,1,True,1.0,False,True,False,bike_lane,,,
91,1,True,2.0,True,False,False,sidewalk,,,
