img,frame_global,x1,y1,x2,y2,score,cls,track_id,super_event_id
IM_26013.JPG,9,1087.5958251953125,632.0869750976562,1483.0540771484375,1022.958984375,0.8733733892440796,1,20000,2
IM_26125.JPG,17,559.888916015625,639.6807861328125,683.8162841796875,852.18017578125,0.3156887888908386,1,60000,6
IM_26161.JPG,24,685.992919921875,607.961669921875,758.2461547851562,741.5802612304688,0.2625119388103485,1,70000,7
IM_26163.JPG,26,564.698486328125,627.7310791015625,625.3008422851562,735.5103759765625,0.4702521562576294,1,70000,7
IM_26171.JPG,30,1008.9486694335938,678.7755126953125,1214.861572265625,983.087890625,0.7217904925346375,1,70001,7
IM_26186.JPG,33,563.6942138671875,620.022216796875,633.041748046875,753.2078247070312,0.677233099937439,1,80000,8
IM_26187.JPG,34,440.44549560546875,648.3724365234375,571.3717651367188,919.2225952148438,0.3216763734817505,1,80000,8
IM_26207.JPG,35,225.42269897460938,719.7101440429688,438.1683654785156,986.5109252929688,0.7802394032478333,1,90000,9
IM_26233.JPG,42,638.5090942382812,622.7323608398438,701.066162109375,749.1535034179688,0.29216712713241577,1,100000,10
IM_26263.JPG,49,519.1580200195312,718.7681884765625,774.9666137695312,1015.1163330078125,0.8483153581619263,1,130000,13
IM_26263.JPG,49,317.24169921875,776.7298583984375,582.200439453125,1025.5767822265625,0.5329362154006958,1,130000,13
IM_26287.JPG,50,513.498046875,715.71630859375,588.3165283203125,930.7794799804688,0.4294464588165283,1,140000,14
IM_26290.JPG,52,697.8074951171875,612.3602905273438,771.2686157226562,728.1922607421875,0.5780953168869019,1,140000,14
IM_26299.JPG,57,411.92578125,618.1312255859375,465.4602355957031,721.9649658203125,0.31485727429389954,1,140001,14
IM_26386.JPG,70,1223.584228515625,645.2840576171875,1642.374755859375,1031.591552734375,0.8688724637031555,1,170000,17
IM_26389.JPG,73,1076.501708984375,654.9883422851562,1340.379638671875,914.7586669921875,0.8496053218841553,1,170001,17
IM_26511.JPG,104,693.75537109375,609.2854614257812,757.6515502929688,746.4310913085938,0.3562743067741394,1,220000,22
IM_26511.JPG,104,669.8077392578125,591.6307983398438,756.1034545898438,745.0726318359375,0.32849743962287903,1,220000,22
IM_26519.JPG,107,484.74847412109375,720.4304809570312,642.408447265625,991.8028564453125,0.42757248878479004,1,220001,22
IM_26573.JPG,115,1324.3681640625,765.1832885742188,1780.0836181640625,1030.0030517578125,0.8892349600791931,1,250000,25
IM_26615.JPG,120,543.8033447265625,623.136474609375,592.1347045898438,733.9302978515625,0.28790563344955444,1,270000,27
IM_26653.JPG,126,548.2698974609375,741.26416015625,643.7835693359375,952.0760498046875,0.5654995441436768,1,290000,29
IM_26685.JPG,128,656.2421875,597.7769165039062,727.8154907226562,722.9566040039062,0.5154755711555481,1,300000,30
IM_26713.JPG,130,521.5284423828125,755.1884765625,706.6309814453125,1021.3992919921875,0.7431110143661499,1,310000,31
IM_26721.JPG,132,520.7854614257812,607.919189453125,566.2348022460938,714.8116455078125,0.3951314687728882,1,310001,31
IM_26721.JPG,132,507.825439453125,604.376708984375,571.9725952148438,717.12353515625,0.2509436309337616,1,310001,31
IM_26778.JPG,138,1829.351318359375,702.6245727539062,1919.486328125,888.8232421875,0.4875194728374481,1,330000,33
IM_26805.JPG,145,709.1646728515625,675.938232421875,894.5399780273438,914.4136962890625,0.5935506224632263,1,350000,35
IM_26880.JPG,161,438.5833740234375,633.31201171875,486.24664306640625,738.1290893554688,0.4110644459724426,1,380000,38
IM_26881.JPG,162,730.9464111328125,779.304931640625,833.5360107421875,1021.2952880859375,0.7486178278923035,1,380001,38
IM_26881.JPG,162,160.84170532226562,642.1427612304688,318.23486328125,901.42529296875,0.2601742446422577,1,380002,38
IM_26882.JPG,163,427.9470520019531,628.72314453125,482.6763610839844,724.5794677734375,0.3357231318950653,1,380000,38
IM_26883.JPG,164,516.6784057617188,718.6570434570312,831.48779296875,1026.4573974609375,0.44925811886787415,1,380001,38
IM_26927.JPG,175,463.2410888671875,688.3380126953125,547.6248779296875,850.4949951171875,0.5505352020263672,1,400000,40
IM_26929.JPG,177,656.982666015625,642.181396484375,719.0096435546875,783.0574951171875,0.3440772294998169,1,400000,40
IM_27040.JPG,201,432.7862548828125,661.358642578125,511.0533142089844,848.3375244140625,0.35393351316452026,1,450000,45
IM_27040.JPG,201,403.23712158203125,657.8974609375,516.6397094726562,857.6039428710938,0.30368319153785706,1,450000,45
IM_27051.JPG,202,294.73651123046875,713.6068115234375,387.6726379394531,906.3627319335938,0.3518822491168976,1,460000,46
IM_27052.JPG,203,487.9398193359375,854.3682861328125,712.1284790039062,1023.9351196289062,0.38249388337135315,1,460001,46
IM_27114.JPG,212,1084.171630859375,740.0571899414062,1436.793212890625,1027.1912841796875,0.8547828197479248,1,490000,49
IM_27139.JPG,220,821.9020385742188,625.829345703125,970.5781860351562,865.1192626953125,0.4712163209915161,1,510000,51
IM_27175.JPG,228,1073.655029296875,644.875244140625,1327.2132568359375,914.389404296875,0.893370509147644,1,530000,53
IM_27191.JPG,234,306.8345642089844,690.1287231445312,505.98980712890625,1028.71728515625,0.41957759857177734,1,540000,54
IM_27195.JPG,238,664.7222290039062,807.9962768554688,1031.8194580078125,1026.891357421875,0.6103818416595459,1,540001,54
IM_27196.JPG,239,930.46875,677.283203125,1085.60888671875,945.431884765625,0.4768078327178955,1,540001,54
IM_27239.JPG,243,849.5982055664062,624.794921875,1005.2832641601562,822.426025390625,0.864365816116333,1,560000,56
IM_27293.JPG,244,772.4781494140625,625.25048828125,860.0384521484375,792.2510986328125,0.4359033703804016,1,570000,57
IM_27293.JPG,244,749.2889404296875,604.854248046875,861.560546875,787.9501953125,0.3576606214046478,1,570000,57
IM_27293.JPG,244,796.8416748046875,621.0053100585938,859.484619140625,790.4119262695312,0.25461718440055847,1,570000,57
IM_27314.JPG,252,780.2471923828125,655.1383666992188,900.224853515625,880.3685302734375,0.6158468723297119,1,580000,58
IM_27320.JPG,254,606.6351318359375,602.4051513671875,666.6671142578125,719.5322265625,0.5600042939186096,1,580000,58
IM_27397.JPG,262,714.0345458984375,664.06591796875,812.191162109375,805.208251953125,0.7411203384399414,1,620000,62
IM_27411.JPG,263,794.5233764648438,634.394775390625,880.2680053710938,800.530029296875,0.5101073384284973,1,630000,63
IM_27411.JPG,263,805.7310791015625,679.7645874023438,877.7713623046875,801.8252563476562,0.3310724198818207,1,630000,63
IM_27445.JPG,264,1297.54248046875,660.4913330078125,1647.88623046875,994.7857666015625,0.9266846776008606,1,640000,64
IM_27445.JPG,264,996.0201416015625,797.6969604492188,1323.820068359375,1027.832275390625,0.8553544878959656,1,640001,64
IM_27451.JPG,265,1249.9683837890625,718.2276611328125,1577.038330078125,1024.414794921875,0.8935701847076416,1,640000,64
IM_27521.JPG,280,1410.1170654296875,699.881591796875,1898.048583984375,1034.8218994140625,0.8668736219406128,1,670000,67
IM_27522.JPG,281,1322.211181640625,689.7448120117188,1751.5689697265625,1030.7933349609375,0.8329721093177795,1,670000,67
IM_27523.JPG,282,698.279541015625,655.6880493164062,891.0203857421875,833.6691284179688,0.7573880553245544,1,670001,67
IM_27524.JPG,283,660.895751953125,655.2652587890625,861.038330078125,826.6481323242188,0.6119933724403381,1,670001,67
IM_27525.JPG,284,664.4422607421875,671.2840576171875,809.635498046875,819.4140014648438,0.25631046295166016,1,670001,67
IM_27526.JPG,285,678.4591064453125,664.2186279296875,793.1461181640625,820.71142578125,0.2557680308818817,1,670001,67
IM_27527.JPG,286,656.193115234375,638.19775390625,788.9976196289062,831.4710693359375,0.6390928626060486,1,670001,67
IM_27527.JPG,286,677.4720458984375,667.0722045898438,789.7216796875,828.861328125,0.2802063226699829,1,670001,67
IM_27528.JPG,287,659.3863525390625,641.8558959960938,800.3677978515625,825.9574584960938,0.5174444317817688,1,670001,67
IM_27529.JPG,288,651.60986328125,650.96630859375,793.653564453125,818.7617797851562,0.6722130179405212,1,670001,67
IM_27529.JPG,288,696.9871826171875,674.6280517578125,797.28173828125,817.3389892578125,0.27292346954345703,1,670001,67
IM_27530.JPG,289,876.4813232421875,617.9273681640625,1007.0992431640625,805.2159423828125,0.8361231684684753,1,670001,67
IM_27530.JPG,289,648.1301879882812,671.6932373046875,777.2056274414062,819.2894287109375,0.5194651484489441,1,670001,67
IM_27530.JPG,289,649.561767578125,672.2590942382812,730.0792236328125,807.8523559570312,0.286744087934494,1,670001,67
IM_27550.JPG,299,989.6874389648438,683.847412109375,1253.9072265625,974.0406494140625,0.8463016748428345,1,680000,68
IM_27552.JPG,301,595.542236328125,778.3851928710938,698.6356201171875,1019.2996215820312,0.6490569710731506,1,680001,68
IM_27552.JPG,301,551.3707275390625,711.879150390625,703.1614990234375,1025.0140380859375,0.2900695502758026,1,680001,68
IM_27571.JPG,307,1163.9586181640625,620.8961181640625,1459.2974853515625,911.0725708007812,0.8397114872932434,1,690000,69
IM_27597.JPG,309,1181.5263671875,726.8930053710938,1554.13525390625,1029.3548583984375,0.9023996591567993,1,700000,70
IM_27623.JPG,313,1153.138671875,574.4150390625,1354.899658203125,807.5599365234375,0.8460729122161865,1,720000,72
IM_27623.JPG,313,731.4879150390625,668.2191162109375,901.6378784179688,895.0181884765625,0.3196224570274353,1,720001,72
IM_27624.JPG,314,1112.7333984375,742.4029541015625,1554.7174072265625,1032.9224853515625,0.9117598533630371,1,720000,72
IM_27677.JPG,317,1395.2569580078125,721.628173828125,1919.086669921875,1031.1756591796875,0.4480189383029938,1,740000,74
IM_27715.JPG,322,1237.309326171875,743.6669921875,1604.64453125,1031.5811767578125,0.9225032329559326,1,770000,77
IM_27742.JPG,325,918.6519775390625,718.9078369140625,1200.7314453125,1022.5629272460938,0.8733360171318054,1,790000,79
IM_27753.JPG,326,1390.718505859375,673.42626953125,1780.548095703125,1014.2184448242188,0.9356686472892761,1,800000,80
IM_27761.JPG,327,1296.344482421875,617.9083251953125,1664.18359375,957.811279296875,0.918388843536377,1,810000,81
IM_27763.JPG,329,562.6566162109375,710.174072265625,729.2666625976562,1026.2760009765625,0.6089476943016052,1,810001,81
IM_27781.JPG,330,584.669189453125,662.9500732421875,721.7930908203125,831.3785400390625,0.8259955048561096,1,820000,82
IM_27801.JPG,331,884.576171875,635.96240234375,1044.7901611328125,864.7864379882812,0.77582186460495,1,830000,83
IM_27857.JPG,338,558.8369750976562,838.1119995117188,692.9239501953125,1025.792236328125,0.3678191900253296,1,850000,85
IM_27857.JPG,338,451.08453369140625,736.9359741210938,690.878173828125,1028.035888671875,0.3636065125465393,1,850000,85
IM_27939.JPG,351,1261.2669677734375,741.8633422851562,1849.198974609375,1031.129150390625,0.6009954810142517,1,900000,90
IM_27939.JPG,351,1264.811279296875,807.9085693359375,1685.70703125,1025.6795654296875,0.30614158511161804,1,900000,90
IM_27969.JPG,356,879.3238525390625,664.8070068359375,1024.615478515625,858.6768798828125,0.3266358971595764,1,910000,91
IM_27969.JPG,356,874.7151489257812,650.0901489257812,1068.13037109375,856.6083984375,0.2576368451118469,1,910000,91
IM_28130.JPG,364,507.36236572265625,725.8076782226562,671.635986328125,1021.2359619140625,0.3125015199184418,1,980000,98
IM_28153.JPG,369,484.50823974609375,679.2405395507812,694.349853515625,979.3910522460938,0.42095687985420227,1,990000,99
IM_28158.JPG,370,975.2384033203125,683.7548217773438,1193.1148681640625,921.2466430664062,0.7418225407600403,1,990001,99
IM_28170.JPG,371,925.5803833007812,638.6467895507812,1108.2396240234375,811.9495239257812,0.3489952087402344,1,1000000,100
IM_28305.JPG,378,1218.820556640625,796.3884887695312,1677.30126953125,1028.607177734375,0.6979666948318481,1,1040000,104
IM_28305.JPG,378,1225.268310546875,788.9119262695312,1839.560546875,1034.71240234375,0.29434967041015625,1,1040000,104
IM_28427.JPG,382,494.444580078125,562.8592529296875,541.548828125,658.7400512695312,0.33905208110809326,1,1070000,107
IM_28461.JPG,385,563.4490966796875,625.7664184570312,610.9561767578125,737.5057983398438,0.5216565728187561,1,1080000,108
IM_28665.JPG,392,538.4207153320312,722.9368286132812,785.7169189453125,1024.3831787109375,0.2978549301624298,1,1120000,112
IM_28665.JPG,392,633.1917724609375,776.914306640625,784.670166015625,1023.5416259765625,0.2622467279434204,1,1120000,112
IM_28723.JPG,400,607.5089111328125,770.385498046875,727.655517578125,1023.1100463867188,0.4658321142196655,1,1140000,114
IM_28723.JPG,400,509.6382751464844,658.8088989257812,727.471435546875,1025.816650390625,0.3366988003253937,1,1140000,114
IM_29013.JPG,452,1207.285888671875,611.053466796875,1308.133056640625,813.4190673828125,0.5333775281906128,1,1260000,126
IM_29061.JPG,466,634.715087890625,784.0484619140625,786.2862548828125,1023.4500732421875,0.5826445817947388,1,1280000,128
IM_29231.JPG,496,1547.4129638671875,718.0003662109375,1918.9207763671875,1032.517333984375,0.8392568230628967,1,1350000,135
IM_29422.JPG,539,733.5570678710938,809.65869140625,1168.0675048828125,1031.760009765625,0.5534206628799438,1,1410000,141
IM_29500.JPG,559,637.0413818359375,624.9249267578125,745.161376953125,781.1865234375,0.4047829210758209,1,1450000,145
IM_29500.JPG,559,642.5647583007812,627.64453125,720.8158569335938,773.4138793945312,0.3379015326499939,1,1450000,145
IM_29541.JPG,567,113.90625,694.0189208984375,258.30694580078125,952.19921875,0.7046428918838501,1,1480000,148
IM_29545.JPG,569,358.66949462890625,554.7659912109375,406.0369873046875,676.2189331054688,0.2793400287628174,1,1480001,148
IM_29558.JPG,571,596.02001953125,688.145263671875,818.4803466796875,908.3497314453125,0.3176353871822357,1,1490000,149
IM_29558.JPG,571,374.6494140625,628.7894287109375,447.5693359375,736.6341552734375,0.31212934851646423,1,1490001,149
