n_imgs,has_target,n_det,in_sidewalk_any,in_bike_lane_any,in_roadway_any,dominant_space,wrong_way,direction,cos_to_flow,event_id
1,True,1.0,False,True,False,bike_lane,,,,0
2,True,2.0,False,True,False,bike_lane,False,along_flow,0.8980473006266081,1
2,False,,,,,,,,,2
1,True,1.0,False,True,False,bike_lane,,,,3
1,False,,,,,,,,,4
1,True,1.0,False,True,False,bike_lane,,,,5
1,True,1.0,False,True,False,bike_lane,,,,6
1,False,,,,,,,,,7
1,True,1.0,False,True,False,bike_lane,,,,8
1,False,,,,,,,,,9
1,True,1.0,False,True,False,bike_lane,,,,10
1,False,,,,,,,,,11
2,True,2.0,False,True,False,bike_lane,False,along_flow,0.9974521178810106,12
1,True,1.0,False,True,False,bike_lane,,,,13
1,True,1.0,False,True,False,bike_lane,,,,14
1,True,1.0,False,True,False,bike_lane,,,,15
1,True,1.0,False,True,False,bike_lane,,,,16
1,True,1.0,False,True,False,bike_lane,,,,17
2,True,2.0,False,True,False,bike_lane,False,along_flow,0.9681225108890075,18
1,True,1.0,False,True,False,bike_lane,,,,19
1,True,1.0,False,True,False,bike_lane,,,,20
3,True,2.0,False,True,False,bike_lane,False,along_flow,0.9993687083422897,21
4,True,4.0,False,True,False,bike_lane,False,along_flow,0.9915661020964188,22
1,False,,,,,,,,,23
1,True,1.0,False,True,False,bike_lane,,,,24
2,True,2.0,False,True,False,bike_lane,False,along_flow,0.982703539644311,25
6,True,3.0,False,True,False,bike_lane,False,along_flow,0.9049546335855134,26
1,True,1.0,False,True,False,bike_lane,,,,27
1,True,1.0,False,True,False,bike_lane,,,,28
3,True,1.0,False,True,False,bike_lane,,,,29
1,True,1.0,False,True,False,bike_lane,,,,30
3,False,,,,,,,,,31
4,True,4.0,False,True,False,bike_lane,False,along_flow,0.999997482478693,32
1,True,1.0,False,True,False,bike_lane,,,,33
1,False,,,,,,,,,34
1,True,1.0,False,True,False,bike_lane,,,,35
2,True,2.0,False,True,False,bike_lane,True,against_flow,-0.9987576558581024,36
