event_id,n_imgs,has_target,n_det,in_sidewalk_any,in_bike_lane_any,in_roadway_any,dominant_space,wrong_way,direction,cos_to_flow
0,2,False,,,,,,,,
1,2,False,,,,,,,,
2,1,True,1.0,True,False,False,sidewalk,,,
3,1,False,,,,,,,,
4,1,False,,,,,,,,
5,1,False,,,,,,,,
6,1,False,,,,,,,,
7,1,False,,,,,,,,
8,2,False,,,,,,,,
9,4,True,1.0,True,False,False,sidewalk,,,
10,2,False,,,,,,,,
11,2,False,,,,,,,,
12,3,False,,,,,,,,
13,3,False,,,,,,,,
14,1,False,,,,,,,,
15,3,False,,,,,,,,
16,3,False,,,,,,,,
17,9,True,4.0,True,False,False,sidewalk,True,against_flow,-0.20721479326493378
18,5,True,2.0,True,False,False,sidewalk,True,against_flow,-0.9991944450722582
19,2,False,,,,,,,,
20,1,False,,,,,,,,
21,1,False,,,,,,,,
22,1,False,,,,,,,,
23,3,False,,,,,,,,
24,1,True,1.0,True,False,False,sidewalk,,,
25,1,False,,,,,,,,
26,2,False,,,,,,,,
27,1,False,,,,,,,,
28,1,False,,,,,,,,
29,1,False,,,,,,,,
30,1,True,1.0,False,True,False,bike_lane,,,
31,1,False,,,,,,,,
32,2,False,,,,,,,,
33,2,False,,,,,,,,
34,1,False,,,,,,,,
35,1,False,,,,,,,,
36,2,False,,,,,,,,
37,2,False,,,,,,,,
38,1,False,,,,,,,,
39,1,False,,,,,,,,
40,3,True,1.0,False,True,False,bike_lane,,,
41,4,True,2.0,True,False,False,sidewalk,True,against_flow,-0.9960332593576521
42,3,False,,,,,,,,
43,8,True,4.0,False,True,False,bike_lane,True,against_flow,-0.9998988222318751
44,7,True,3.0,False,True,False,bike_lane,False,along_flow,0.9995265198787768
45,2,False,,,,,,,,
46,1,True,1.0,True,False,False,sidewalk,,,
47,3,True,1.0,True,False,False,sidewalk,,,
48,4,False,,,,,,,,
49,3,False,,,,,,,,
50,2,False,,,,,,,,
51,2,False,,,,,,,,
52,2,False,,,,,,,,
53,2,False,,,,,,,,
54,2,False,,,,,,,,
55,1,False,,,,,,,,
56,1,False,,,,,,,,
57,1,False,,,,,,,,
58,1,False,,,,,,,,
59,1,False,,,,,,,,
60,1,False,,,,,,,,
61,3,True,2.0,False,True,False,bike_lane,False,along_flow,0.9979790515056467
62,1,False,,,,,,,,
63,2,True,2.0,False,True,False,bike_lane,False,along_flow,0.999965060194005
64,4,True,1.0,False,True,False,bike_lane,,,
65,3,False,,,,,,,,
66,2,False,,,,,,,,
67,1,False,,,,,,,,
68,1,False,,,,,,,,
69,4,False,,,,,,,,
70,4,True,1.0,True,False,False,sidewalk,,,
71,1,False,,,,,,,,
72,1,True,1.0,False,True,False,bike_lane,,,
73,1,False,,,,,,,,
74,1,False,,,,,,,,
75,1,False,,,,,,,,
76,4,True,1.0,False,True,False,bike_lane,,,
77,1,False,,,,,,,,
78,1,False,,,,,,,,
79,1,False,,,,,,,,
80,2,False,,,,,,,,
81,2,True,2.0,False,True,False,bike_lane,False,along_flow,0.998957643266707
82,1,False,,,,,,,,
83,2,True,2.0,False,True,False,bike_lane,False,along_flow,0.999402350620571
84,1,False,,,,,,,,
85,1,True,1.0,True,False,False,sidewalk,,,
86,1,False,,,,,,,,
87,1,False,,,,,,,,
88,1,True,1.0,False,True,False,bike_lane,,,
89,1,False,,,,,,,,
90,2,False,,,,,,,,
91,1,False,,,,,,,,
92,4,True,1.0,False,True,False,bike_lane,,,
93,2,False,,,,,,,,
94,2,False,,,,,,,,
95,2,False,,,,,,,,
96,1,False,,,,,,,,
97,2,False,,,,,,,,
98,2,True,1.0,True,False,False,sidewalk,,,
99,3,True,1.0,False,True,False,bike_lane,,,
100,1,True,1.0,False,True,False,bike_lane,,,
101,1,False,,,,,,,,
102,1,False,,,,,,,,
103,1,False,,,,,,,,
104,5,False,,,,,,,,
105,1,True,1.0,True,False,False,sidewalk,,,
106,1,False,,,,,,,,
107,1,False,,,,,,,,
108,1,False,,,,,,,,
