img,frame_global,x1,y1,x2,y2,score,cls,space_label
IM_00541.JPG,0,318.9853820800781,617.0322265625,506.6452331542969,855.091064453125,0.8241370916366577,1,sidewalk
IM_00542.JPG,1,215.56930541992188,591.5787963867188,271.221435546875,689.261962890625,0.30347490310668945,1,sidewalk
IM_00542.JPG,1,215.9932861328125,588.4341430664062,274.2581481933594,688.68310546875,0.28182968497276306,1,sidewalk
IM_01806.JPG,12,177.97918701171875,587.916259765625,232.67300415039062,713.8404541015625,0.5601704120635986,1,sidewalk
IM_01922.JPG,13,466.127197265625,683.6550903320312,762.4583129882812,937.844970703125,0.8487604260444641,1,sidewalk
IM_02091.JPG,14,410.7580261230469,636.4520874023438,546.7944946289062,825.7049560546875,0.6575934290885925,1,sidewalk
IM_02091.JPG,14,446.24298095703125,649.9901123046875,545.16259765625,823.0350341796875,0.27032649517059326,1,sidewalk
IM_02092.JPG,15,128.32786560058594,593.4692993164062,188.9352264404297,687.7649536132812,0.5472960472106934,1,sidewalk
IM_02127.JPG,16,232.53414916992188,601.6529541015625,313.0040588378906,756.14453125,0.7303439378738403,1,sidewalk
IM_02235.JPG,22,552.38671875,618.5762329101562,809.5508422851562,896.0366821289062,0.37132585048675537,1,sidewalk
IM_02236.JPG,23,197.26123046875,594.317626953125,270.8468933105469,683.8829345703125,0.3319888412952423,1,sidewalk
IM_02589.JPG,24,0.5168724060058594,554.6431274414062,54.381591796875,633.467041015625,0.3785017132759094,1,sidewalk
IM_02589.JPG,24,11.838964462280273,539.9782104492188,55.73466110229492,632.426025390625,0.350820928812027,1,sidewalk
IM_02590.JPG,25,108.4519271850586,568.9248046875,163.8150634765625,686.3060302734375,0.6761403679847717,1,sidewalk
IM_02729.JPG,26,298.30206298828125,622.3914794921875,391.69720458984375,797.1217041015625,0.5501582622528076,1,sidewalk
IM_02883.JPG,27,348.27783203125,623.585205078125,430.05731201171875,769.8155517578125,0.7033067345619202,1,sidewalk
IM_02929.JPG,28,706.8463134765625,682.025634765625,1097.6602783203125,942.4161987304688,0.8409172892570496,1,sidewalk
IM_03093.JPG,29,244.32728576660156,646.6748046875,511.1375427246094,873.4183349609375,0.8543233871459961,1,sidewalk
IM_03911.JPG,41,194.1744384765625,588.3572998046875,283.00445556640625,758.474853515625,0.6540672183036804,1,sidewalk
IM_03912.JPG,42,541.6290893554688,640.091796875,831.4788818359375,939.7139282226562,0.8002029657363892,1,sidewalk
