img,frame_global,x1,y1,x2,y2,score,cls
IM_00219.JPG,0,1005.6655883789062,667.6195068359375,1210.572509765625,867.790771484375,0.8388979434967041,1
IM_00220.JPG,1,1531.8125,636.3824462890625,1611.30078125,762.8585205078125,0.7211151123046875,1
IM_00256.JPG,2,699.6844482421875,711.7999877929688,964.9953002929688,939.6223754882812,0.7399393320083618,1
IM_00257.JPG,3,1551.23388671875,633.9307861328125,1667.52587890625,740.4585571289062,0.2941773533821106,1
IM_00257.JPG,3,1554.129638671875,621.4669189453125,1702.881591796875,741.00830078125,0.27429670095443726,1
IM_00257.JPG,3,1549.016845703125,626.0180053710938,1685.97412109375,739.7763061523438,0.26074355840682983,1
IM_00257.JPG,3,1552.631103515625,647.8123779296875,1665.95068359375,741.6484375,0.2518298625946045,1
IM_00260.JPG,6,1568.414794921875,624.6029052734375,1712.8582763671875,741.6517333984375,0.31935372948646545,1
IM_00262.JPG,8,1772.205322265625,607.3074951171875,1830.876708984375,713.129638671875,0.28110581636428833,1
IM_00387.JPG,9,1015.5858154296875,738.8751220703125,1258.960205078125,1027.5008544921875,0.7718994617462158,1
IM_00387.JPG,9,1014.574951171875,808.0515747070312,1232.3887939453125,1022.3358764648438,0.4387974143028259,1
IM_00388.JPG,10,1547.429931640625,674.2193603515625,1662.794921875,829.3563232421875,0.5323327779769897,1
IM_00388.JPG,10,1085.9892578125,751.1929321289062,1354.9874267578125,1032.084716796875,0.41906529664993286,1
IM_00490.JPG,12,1644.7431640625,728.0111694335938,1734.77392578125,825.1798095703125,0.583338737487793,1
IM_00492.JPG,14,1637.1068115234375,730.3925170898438,1702.4212646484375,826.0896606445312,0.3296445608139038,1
IM_00492.JPG,14,1636.3267822265625,723.0205688476562,1732.8255615234375,824.388427734375,0.26444944739341736,1
IM_00564.JPG,16,356.05120849609375,663.2428588867188,770.4879150390625,984.1695556640625,0.8703744411468506,1
IM_00601.JPG,17,736.02490234375,656.9682006835938,1026.82080078125,895.484619140625,0.8708705306053162,1
IM_00790.JPG,24,0.287567138671875,784.1405029296875,463.91253662109375,1038.219482421875,0.878343939781189,1
IM_00947.JPG,25,0.0,675.355712890625,311.448486328125,995.18896484375,0.9263283610343933,1
IM_00973.JPG,26,616.306396484375,535.4964599609375,746.2073974609375,624.537109375,0.5723437070846558,1
IM_01040.JPG,28,387.3968811035156,554.6766357421875,564.195068359375,694.5296630859375,0.514600396156311,1
IM_01151.JPG,29,410.239013671875,571.4229736328125,571.363037109375,688.7151489257812,0.6911269426345825,1
IM_01201.JPG,30,515.0594482421875,571.941162109375,678.4710693359375,667.87841796875,0.8065666556358337,1
IM_01202.JPG,31,131.36666870117188,542.0380249023438,288.9652099609375,652.2695922851562,0.38923409581184387,1
IM_01287.JPG,32,785.414794921875,578.9411010742188,847.6380615234375,679.4428100585938,0.31857001781463623,1
IM_01288.JPG,33,0.3673095703125,540.5325927734375,214.18838500976562,704.6932373046875,0.49415284395217896,1
IM_01323.JPG,34,313.31109619140625,550.6320190429688,451.67352294921875,642.6837158203125,0.5380653142929077,1
IM_01410.JPG,35,0.6218719482421875,699.993896484375,406.2926025390625,1015.4496459960938,0.894658625125885,1
IM_01587.JPG,38,170.20140075683594,541.9985961914062,319.0414123535156,642.2464599609375,0.5351905226707458,1
IM_01588.JPG,39,523.9051513671875,538.3599853515625,654.2410888671875,637.8684692382812,0.48813489079475403,1
IM_03637.JPG,47,552.33837890625,567.5736694335938,714.001220703125,692.44482421875,0.766491711139679,1
IM_03685.JPG,48,727.7938842773438,582.7891235351562,894.7457885742188,682.3970336914062,0.7528796195983887,1
IM_03686.JPG,49,1322.9195556640625,601.3389892578125,1416.7740478515625,676.1724853515625,0.5197362899780273,1
IM_03709.JPG,50,790.7389526367188,665.8544921875,1039.091064453125,898.4180908203125,0.9164254665374756,1
IM_03710.JPG,51,1529.4466552734375,638.9237060546875,1601.84326171875,758.646728515625,0.5847591757774353,1
IM_03883.JPG,52,591.29931640625,601.2188720703125,826.3043212890625,769.3280029296875,0.8832585215568542,1
IM_03884.JPG,53,1364.69873046875,643.926025390625,1509.1361083984375,774.0027465820312,0.9019522666931152,1
IM_03899.JPG,54,798.19775390625,606.046630859375,1059.9393310546875,890.0883178710938,0.8578231334686279,1
IM_03900.JPG,55,1498.879638671875,644.25732421875,1576.489501953125,740.2058715820312,0.4782225489616394,1
IM_04067.JPG,56,1397.4052734375,642.2716064453125,1575.9598388671875,886.3759765625,0.8379525542259216,1
IM_04068.JPG,57,0.0,683.0433349609375,690.4072265625,1030.67822265625,0.9012218117713928,1
IM_04129.JPG,64,616.6800537109375,537.3284301757812,734.8133544921875,636.9970703125,0.4580278992652893,1
IM_04199.JPG,67,49.85690689086914,545.7957763671875,118.70283508300781,632.9892578125,0.4441162347793579,1
IM_04200.JPG,68,47.495269775390625,549.3513793945312,112.39044189453125,634.110595703125,0.3201490342617035,1
IM_04201.JPG,69,461.88299560546875,551.775146484375,601.323486328125,648.1480712890625,0.7024627327919006,1
IM_04201.JPG,69,132.6899871826172,586.8441162109375,213.30313110351562,690.28466796875,0.494184285402298,1
IM_04202.JPG,70,625.3386840820312,556.6660766601562,755.7542724609375,647.0361328125,0.47429731488227844,1
IM_04202.JPG,70,624.152099609375,555.7724609375,756.2686157226562,647.9727783203125,0.44917628169059753,1
IM_04202.JPG,70,624.9249267578125,562.3515014648438,756.97705078125,646.1829833984375,0.4227718114852905,1
IM_04202.JPG,70,624.1055908203125,555.041015625,755.9830322265625,648.2052612304688,0.37475067377090454,1
IM_04202.JPG,70,118.60139465332031,581.1636962890625,217.56129455566406,688.90966796875,0.32083064317703247,1
IM_04202.JPG,70,624.6220092773438,541.1434936523438,757.2885131835938,647.4459228515625,0.2726188898086548,1
IM_04202.JPG,70,626.1181640625,560.59033203125,757.78564453125,648.5887451171875,0.25006499886512756,1
IM_04203.JPG,71,142.490234375,575.4993896484375,228.2696533203125,674.394287109375,0.27088817954063416,1
IM_04204.JPG,72,157.67047119140625,581.0824584960938,233.69993591308594,669.983642578125,0.3275124430656433,1
IM_04205.JPG,73,1360.8349609375,640.060546875,1472.8076171875,748.4654541015625,0.7436639070510864,1
IM_04206.JPG,74,1627.40771484375,642.3358154296875,1681.071533203125,715.3917846679688,0.46693578362464905,1
IM_04213.JPG,79,611.4935913085938,538.5718383789062,729.7354736328125,635.2091064453125,0.5139141082763672,1
IM_04221.JPG,81,1137.083740234375,797.345703125,1352.13232421875,1025.5438232421875,0.3210725784301758,1
