n_imgs,has_target,n_det,in_sidewalk_any,in_bike_lane_any,in_roadway_any,dominant_space,wrong_way,direction,cos_to_flow,event_id
2,True,2.0,False,True,False,bike_lane,True,against_flow,-0.9924081552178141,0
7,True,7.0,True,True,False,bike_lane,True,against_flow,-0.9932335143710694,1
2,True,1.0,True,False,False,sidewalk,,,,2
5,True,3.0,True,False,False,sidewalk,False,along_flow,0.9551905066857601,3
1,True,1.0,False,True,False,bike_lane,,,,4
1,True,1.0,False,True,False,bike_lane,,,,5
4,False,,,,,,,,,6
2,False,,,,,,,,,7
1,False,,,,,,,,,8
1,True,1.0,False,True,False,bike_lane,,,,9
2,False,,,,,,,,,10
1,False,,,,,,,,,11
1,False,,,,,,,,,12
2,False,,,,,,,,,13
2,False,,,,,,,,,14
1,False,,,,,,,,,15
1,True,1.0,False,True,False,bike_lane,,,,16
1,False,,,,,,,,,17
1,False,,,,,,,,,18
2,False,,,,,,,,,19
1,False,,,,,,,,,20
1,False,,,,,,,,,21
1,False,,,,,,,,,22
1,False,,,,,,,,,23
1,False,,,,,,,,,24
1,False,,,,,,,,,25
1,False,,,,,,,,,26
1,False,,,,,,,,,27
2,False,,,,,,,,,28
2,True,2.0,False,True,False,bike_lane,True,against_flow,-0.9909832118588185,29
2,True,2.0,False,True,True,bike_lane,True,against_flow,-0.9385513622785354,30
2,True,2.0,False,True,False,bike_lane,True,against_flow,-0.9945443756139597,31
2,True,1.0,True,False,False,sidewalk,,,,32
6,False,,,,,,,,,33
2,False,,,,,,,,,34
16,True,2.0,False,True,False,bike_lane,True,against_flow,-0.9785381722480682,35
3,False,,,,,,,,,36
2,True,1.0,False,True,False,bike_lane,,,,37
4,True,2.0,False,True,False,bike_lane,True,against_flow,-0.9946392789394407,38
1,False,,,,,,,,,39
2,True,5.0,True,False,False,sidewalk,True,against_flow,-0.9999844374717854,40
2,True,2.0,False,True,False,bike_lane,True,against_flow,-0.9959516924445301,41
4,True,4.0,True,True,False,sidewalk,True,against_flow,-0.896468793059842,42
2,False,,,,,,,,,43
1,False,,,,,,,,,44
2,False,,,,,,,,,45
4,False,,,,,,,,,46
3,True,1.0,False,True,False,bike_lane,,,,47
2,False,,,,,,,,,48
3,True,2.0,False,True,False,bike_lane,False,along_flow,0.9999975664189181,49
1,True,1.0,False,True,False,bike_lane,,,,50
2,True,3.0,True,False,False,sidewalk,True,against_flow,-0.9998423568418174,51
2,True,5.0,False,True,False,bike_lane,,,,52
2,False,,,,,,,,,53
2,True,2.0,False,True,False,bike_lane,True,against_flow,-0.9906994050637102,54
3,False,,,,,,,,,55
2,False,,,,,,,,,56
2,False,,,,,,,,,57
3,True,1.0,False,False,True,roadway,,,,58
2,True,2.0,False,True,False,bike_lane,True,against_flow,-0.9942731915346517,59
2,True,2.0,False,True,False,bike_lane,True,against_flow,-0.9914381850942993,60
2,False,,,,,,,,,61
2,True,1.0,True,False,False,sidewalk,,,,62
3,False,,,,,,,,,63
2,False,,,,,,,,,64
2,False,,,,,,,,,65
2,True,1.0,True,False,False,sidewalk,,,,66
1,False,,,,,,,,,67
1,True,1.0,False,True,False,bike_lane,,,,68
2,False,,,,,,,,,69
1,False,,,,,,,,,70
1,False,,,,,,,,,71
1,True,1.0,False,True,False,bike_lane,,,,72
2,False,,,,,,,,,73
1,False,,,,,,,,,74
1,True,1.0,True,False,False,sidewalk,,,,75
1,False,,,,,,,,,76
2,True,2.0,False,True,False,bike_lane,True,against_flow,-0.9899853677545909,77
1,True,1.0,False,True,False,bike_lane,,,,78
1,True,1.0,False,True,False,bike_lane,,,,79
1,True,1.0,False,True,False,bike_lane,,,,80
1,True,1.0,False,True,False,bike_lane,,,,81
1,False,,,,,,,,,82
1,True,1.0,False,True,False,bike_lane,,,,83
2,False,,,,,,,,,84
1,False,,,,,,,,,85
1,True,1.0,False,True,False,bike_lane,,,,86
1,False,,,,,,,,,87
1,True,1.0,False,True,False,bike_lane,,,,88
2,False,,,,,,,,,89
1,False,,,,,,,,,90
2,False,,,,,,,,,91
2,False,,,,,,,,,92
2,False,,,,,,,,,93
1,False,,,,,,,,,94
2,True,1.0,False,True,False,bike_lane,,,,95
2,False,,,,,,,,,96
1,False,,,,,,,,,97
2,False,,,,,,,,,98
1,False,,,,,,,,,99
1,True,1.0,True,False,False,sidewalk,,,,100
1,False,,,,,,,,,101
2,False,,,,,,,,,102
3,False,,,,,,,,,103
2,False,,,,,,,,,104
2,False,,,,,,,,,105
2,False,,,,,,,,,106
2,False,,,,,,,,,107
1,False,,,,,,,,,108
2,False,,,,,,,,,109
2,True,1.0,False,False,True,roadway,,,,110
2,False,,,,,,,,,111
2,True,2.0,False,True,False,bike_lane,True,against_flow,-0.992168757307174,112
1,False,,,,,,,,,113
2,True,2.0,False,True,False,bike_lane,True,against_flow,-0.9854240936586498,114
2,True,2.0,False,True,False,bike_lane,True,against_flow,-0.996575220824578,115
2,True,1.0,False,False,True,roadway,,,,116
