n_imgs,has_target,n_det,in_sidewalk_any,in_bike_lane_any,in_roadway_any,dominant_space,wrong_way,direction,cos_to_flow,event_id
1,True,1.0,True,False,False,sidewalk,,,,0
2,True,2.0,True,False,False,sidewalk,False,along_flow,0.9687815653256694,1
1,True,1.0,True,False,False,sidewalk,,,,2
1,True,1.0,True,False,False,sidewalk,,,,3
1,True,1.0,True,False,False,sidewalk,,,,4
1,True,1.0,True,False,False,sidewalk,,,,5
1,False,,,,,,,,,6
1,False,,,,,,,,,7
1,True,1.0,True,False,False,sidewalk,,,,8
1,True,2.0,False,False,True,roadway,,,,9
1,True,1.0,True,False,False,sidewalk,,,,10
1,True,1.0,True,False,False,sidewalk,,,,11
1,False,,,,,,,,,12
1,True,1.0,True,False,False,sidewalk,,,,13
1,True,1.0,True,False,False,sidewalk,,,,14
1,True,1.0,True,False,False,sidewalk,,,,15
1,True,1.0,True,False,False,sidewalk,,,,16
1,True,1.0,True,False,False,sidewalk,,,,17
1,True,1.0,True,False,False,sidewalk,,,,18
1,True,2.0,False,False,True,roadway,,,,19
1,False,,,,,,,,,20
