event_id,n_imgs,has_target,n_det,in_sidewalk_any,in_bike_lane_any,in_roadway_any,dominant_space,wrong_way,direction,cos_to_flow
0,1,False,,,,,,,,
1,4,False,,,,,,,,
2,1,False,,,,,,,,
3,1,False,,,,,,,,
4,4,False,,,,,,,,
5,1,False,,,,,,,,
6,2,True,1.0,False,True,False,bike_lane,,,
7,2,True,1.0,False,True,False,bike_lane,,,
8,2,True,1.0,True,False,False,sidewalk,,,
9,2,True,4.0,True,True,False,sidewalk,False,along_flow,0.7389688332007678
10,2,True,1.0,False,True,False,bike_lane,,,
11,1,False,,,,,,,,
12,1,False,,,,,,,,
13,2,True,1.0,False,True,False,bike_lane,,,
14,3,True,1.0,False,True,False,bike_lane,,,
15,2,False,,,,,,,,
16,2,True,1.0,False,True,False,bike_lane,,,
17,3,False,,,,,,,,
18,4,False,,,,,,,,
19,3,True,1.0,False,True,False,bike_lane,,,
20,2,False,,,,,,,,
21,3,True,1.0,False,True,False,bike_lane,,,
22,1,False,,,,,,,,
23,2,False,,,,,,,,
24,1,True,1.0,False,True,False,bike_lane,,,
25,2,False,,,,,,,,
26,1,False,,,,,,,,
27,1,False,,,,,,,,
28,1,False,,,,,,,,
29,1,False,,,,,,,,
30,2,True,1.0,False,True,False,bike_lane,,,
31,1,False,,,,,,,,
32,1,False,,,,,,,,
33,2,True,2.0,True,False,False,sidewalk,True,against_flow,-0.5252995162575653
34,2,False,,,,,,,,
35,2,True,1.0,False,True,False,bike_lane,,,
36,2,False,,,,,,,,
37,1,False,,,,,,,,
38,1,True,1.0,True,False,False,sidewalk,,,
39,1,False,,,,,,,,
40,2,True,2.0,False,True,False,bike_lane,False,along_flow,0.9995162149064678
41,5,True,1.0,True,False,False,sidewalk,,,
42,1,True,1.0,True,False,False,sidewalk,,,
43,1,True,1.0,True,False,False,sidewalk,,,
44,1,False,,,,,,,,
45,1,False,,,,,,,,
46,1,False,,,,,,,,
47,1,True,1.0,False,True,False,bike_lane,,,
48,2,False,,,,,,,,
49,1,True,2.0,False,True,False,bike_lane,,,
50,2,True,1.0,False,True,False,bike_lane,,,
51,1,False,,,,,,,,
52,2,True,2.0,False,True,False,bike_lane,True,against_flow,-0.053242580941928075
53,1,True,1.0,False,True,False,bike_lane,,,
54,3,True,2.0,False,True,False,bike_lane,False,along_flow,0.903381648731978
55,1,False,,,,,,,,
56,1,False,,,,,,,,
57,1,True,1.0,False,True,False,bike_lane,,,
58,2,True,1.0,True,False,False,sidewalk,,,
59,2,False,,,,,,,,
60,1,True,1.0,False,True,False,bike_lane,,,
61,2,True,1.0,True,False,False,sidewalk,,,
62,1,False,,,,,,,,
63,1,True,1.0,True,False,False,sidewalk,,,
64,2,True,1.0,False,True,False,bike_lane,,,
65,1,False,,,,,,,,
66,2,True,1.0,False,True,False,bike_lane,,,
67,2,False,,,,,,,,
68,1,True,2.0,True,False,False,sidewalk,,,
69,1,False,,,,,,,,
